145,X,,,19.11.2013,"Alex Feyerke, Bastian Allgeier","CS, HCR, PK","Dezentralisierung und Hoodie",
144,X,,,17.11.2013,"Sven Wolfermann","CS, HCR","RESS und unsere Deployment Strategien",
143,X,,,02.11.2013,"","CS, HCR, PK, SB","CSS, Performance, Hörerfragen",
142,X,,,27.10.2013,"","HCR, PK, SB","Webfonts und IDEs",
141,X,,,19.10.2013,"Ole Michaelis","HCR, PK, SB","Devops, statische Seiten und Links",
140,,,,,"Ingo Kasch, Joschi Kuphal, asciidisco","RR",Open Device Labs und Konferenzen,"Audio unrettbar kaputt, keine Veröffentlichung"
139,X,,,06.10.2013,"Patrick Lauke","CS, PK","Toolchain-Kult und Touch-Events",
138,X,,,01.10.2013,"Jens Grochtdreis, Matthias Mees","CS, SB","Auf der roten CMS Couch",
137,X,,,24.09.2013,"","CS, PK, SB","Mobile Browser Wonderland",
136,X,,,16.09.2013,"Stefan Nitzsche","CS, HCR","Smashing Conference und ein moderner Design-Workflow",
135,X,,,09.09.2013,"Matthias Mees","CS, SB","Progressive Enhancement, Sigh JavaScript und Bower",
134,X,,,05.09.2013,"","CS, HCR, PK","News, CSS, Links",
133,X,,,25.08.2013,"Jens Grochtdreis","AH, SB","Responsive Webdesign und CSS Frameworks",
132,X,,,14.08.2013,"asciidisco","CS, RR","Rund ums Testen",
131,X,,,12.08.2013,"","PK, RR, SB","Zuschauerfragen die Zweite",
130,X,,,04.08.2013,"Philipp Tarasiewicz, Robin Böhm, Sascha Brink","CS, SB","AngularJS – Superheroic JavaScript MVW Framework",
129,X,,,24.07.2013,"","CS, HCR, PK","Zuschauerfragen sind heiß",
128,X,,,20.07.2013,"Jan Monschke, Sebastian Deutsch","PK, RR, SB","CoffeeScript, mobile Apps, Gewinne",
127,X,,,09.07.2013,"","CS, PK","IE11, Glücksrad, Verlosung",
126,X,,,06.07.2013,"","CS, SB","Inputs, Formulare, Pseudoklassen und Origin",
125,X,,,25.06.2013,"","AH, HCR","Bye, Bye, Chrome Frame und Table Layouts",
124,X,,,14.06.2013,"","CS, SB","Screen Readers, CSP und In-depth Script Loading",
123,X,,,09.06.2013,"","CS, HCR, PK, SB","Cargo-Culting in JS, localStorage und Prerendering",
122,X,,,04.06.2013,"Christian Heilmann","CS, RR","Interview mit Chris Heilmann zu Firefox OS",
121,X,,,22.05.2013,"","CS, PK, RR","requestAutocomplete, Web Components, Offline-Detection",
120,X,,,18.05.2013,"","CS, HCR","CSS Strukturieren, Sinn und Unsinn von Touchdetection, DRM",
119,X,,,09.05.2013,"","HCR, PK, RR","Transitions, Flaggen, Links",
118,X,,,05.05.2013,"","CS, HCR","Die Problematik des Schätzens",
